# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-01 19:35:20
item,id,year,title,AU,SO,DE
938,WOS:000346067900068,2013,INTERCOMPARISON OF THE LUMPED VERSUS SEMI-DISTRIBUTED HEC - HMS HYDROLOGICAL MODEL IN THE KALAMAS RIVER BASIN,"Ntoanidis, L. I.|Mimikou, M. A.|Lekkas, TD",PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY,hydrological modelling|semi-distributed models|calibration|hec-hms
939,WOS:000340176100005,2014,Estimation of Controlled Direct Effects in the Presence of Exposure-Induced Confounding and Latent Variables,"Loeys, Tom|Moerkerke, Beatrijs|Raes, An|Rosseel, Yves|Vansteelandt, Stijn",STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,g-estimation|inverse probability weighting|mediation
940,WOS:000334003800016,2014,Hydrological modelling with components: A GIS-based open-source framework,"Formetta, G.|Antonello, A.|Franceschi, S.|David, O.|Rigon, R.",ENVIRONMENTAL MODELLING & SOFTWARE,hydrological modelling|object modelling system
941,WOS:000179612900011,2003,Climate protection strategies: International allocation and distribution effects,"Klepper, G|Springer, K",CLIMATIC CHANGE,
942,WOS:000328613800002,2013,A Mean Field Capital Accumulation Game with HARA Utility,"Huang, Minyi",DYNAMIC GAMES AND APPLICATIONS,stochastic growth|investment|consumption|externality|mean field approximation|nash equilibrium|out-of-equilibrium behavior
943,WOS:000077226600002,1998,Spatial relationships between site hydrology and the occurrence of grassland of conservation importance: a risk assessment with GIS,"Swetnam, RD|Mountford, JO|Armstrong, AC|Gowing, DJG|Brown, NJ|Manchester, SJ|Treweek, ",JOURNAL OF ENVIRONMENTAL MANAGEMENT,environmentally sensitive areas|geographic information systems|hydrological modelling|national vegetation classification|cynosurus cristatus caltha palustris (mg8)|spatial patterns
944,WOS:000335096400061,2014,Assessing the polycyclic aromatic hydrocarbon (PAH) pollution of urban stormwater runoff: A dynamic modeling approach,"Zheng, Yi|Lin, Zhongrong|Li, Hao|Ge, Yan|Zhang, Wei|Ye, Youbin|Wang, Xuejun",SCIENCE OF THE TOTAL ENVIRONMENT,pahs|road dust|stormwater pollution|dynamic modeling|risk assessment
945,WOS:000396118800001,2017,Gold-rush in a forested El Dorado: deforestation leakages and the need for regional cooperation,"Dezecache, Camille|Faure, Emmanuel|Gond, Valery|Salles, Jean-Michel|Vieilledent, Ghislain|Herault, Bruno",ENVIRONMENTAL RESEARCH LETTERS,deforestation|gold-mining|leakages|modelling|redd|remote sensing
946,WOS:000089317700002,2000,Ecological-economic analysis of wetlands: scientific integration for management and policy,"Turner, RK|van den Bergh, JCJM|Soderqvist, T|Barendregt, A|van der Straaten, J|Maltby, E|van Ierland, EC",ECOLOGICAL ECONOMICS,cost-benefit analysis|ecological-economic wetland modelling|valuation of wetland goods and services|hydrology|multi-criteria evaluation|stakeholders
947,WOS:A1993BA10C00005,1993,CIMOSA - ENTERPRISE MODELING AND ENTERPRISE INTEGRATION USING A PROCESS-BASED APPROACH,"VERNADAT, F|Yoshikawa, H|Goossenaerts, J",INFORMATION INFRASTRUCTURE SYSTEMS FOR MANUFACTURING,cim|cimosa|enterprise integration|enterprise modeling|integrating infrastructures|process models
948,WOS:000342632300036,2014,The benefits of using remotely sensed soil moisture in parameter identification of large-scale hydrological models,"Wanders, N.|Bierkens, M. F. P.|de Jong, S. M.|de Roo, A.|Karssenberg, D.",WATER RESOURCES RESEARCH,hydrological modeling|calibration|ensemble kalman filter|microwave remote sensing|soil moisture
949,WOS:000166516700007,2001,The variation in slope of concentration-effect relationships,"Smit, MGD|Hendriks, AJ|Schobben, JHM|Karman, CC|Schobben, HPM",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,aquatic toxicity|slope|concentration response|risk assessment
950,WOS:000234211500001,2005,Some limitations of a proposed linear model for antimicrobial risk management,"Cox, LA",RISK ANALYSIS,antimicrobial risk assessment|campylobacter|causality|enrofloxacin|fluoroquinolone resistance
951,WOS:000207663100003,2008,Lessons learnt from a participatory integrated assessment of greenhouse gas emission reduction options in firms,"Stalpers, Serge I. P.|van Amstel, Andre R.|Dellink, Rob B.|Mulder, Ivo|Werners, Saskia E.|Kroeze, Carolien",MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,participatory integrated assessment|climate change policy|stakeholder involvement|methodology|agriculture
952,WOS:000360192200028,2015,"Assimilating uncertain, dynamic and intermittent streamflow observations in hydrological models","Mazzoleni, Maurizio|Alfonso, Leonardo|Chacon-Hurtado, Juan|Solomatine, Dimitri",ADVANCES IN WATER RESOURCES,data assimilation|uncertain observation|dynamic observations|intermittent observations|hydrological modeling
953,WOS:000083237500003,1999,A framework for modelling multiple resource management issues - an open modelling approach,"Reed, M|Cuddy, SM|Rizzoli, AE",ENVIRONMENTAL MODELLING & SOFTWARE,model integration|catchment management support system|cmss|wincmss|ome|open modelling engine|nutrient management
954,WOS:A1996BG78J00001,1996,Environmental modeling - The next generation,"Zannetti, P|Zannetti, P|Brebbia, CA",DEVELOPMENT AND APPLICATION OF COMPUTER TECHNIQUES TO ENVIRONMENTAL STUDIES VI,environmental modeling|pollution|computer simulation|numerical modeling|computer sciences|research and development|multimedia modeling|comprehensive modeling systems|virtual reality
955,WOS:000329495800108,2013,A spatially-explicit approach to the design of ethanol supply chains considering multiple technologies and carbon trading effects,"Gutierrez, R. A. Ortiz|Penazzi, S.|Bernardi, A.|Giarola, S.|Bezzo, F.|Kraslawski, A|Turunen, ",23 EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING,milp optimization|ethanol supply chains|carbon trading|biogas
956,WOS:000168453000011,2001,An integrated hydro-ecological modeling approach applied to the Lake Bositeng Basin in China,"Xia, J|Chen, Z|Huang, GH|Rong, ",WATER INTERNATIONAL,ecological modeling|water balance|neural networks|salt cycle|sustainable|lake bositeng
957,WOS:000417531000001,2017,An AgMIP framework for improved agricultural representation in integrated assessment models,"Ruane, Alex C.|Rosenzweig, Cynthia|Asseng, Senthold|Boote, Kenneth J.|Elliott, Joshua|Ewert, Frank|Jones, James W.|Martre, Pierre|McDermid, Sonali P.|Mueller, Christoph|Snyder, Abigail|Thorburn, Peter J.",ENVIRONMENTAL RESEARCH LETTERS,agmip|climate impacts|crop models|integrated assessment models|agricultural impacts|emulators|model development
958,WOS:000418736000014,2017,Twentieth-Century Hydrometeorological Reconstructions to Study the Multidecadal Variations of the Water Cycle Over France,"Bonnet, R.|Bae, J.|Dayon, G.|Martin, E.",WATER RESOURCES RESEARCH,
959,WOS:000267334800006,2009,Runoff prediction using an integrated hybrid modelling scheme,"Remesan, Renji|Shamim, Muhammad Ali|Han, Dawei|Mathew, Jimson",JOURNAL OF HYDROLOGY,rainfall runoff modelling|gamma test|wavelet|hybrid model
960,WOS:000382269500002,2016,Flexibility on storage-release based distributed hydrologic modeling with object-oriented approach,"Kang, Kwangmin|Merwade, Venkatesh|Chun, Jong Ahn|Timlin, Dennis",JOURNAL OF HYDROLOGY,modeling framework|object-oriented|flexibility|extensibility|store dhm
961,WOS:000081713600130,1998,GIS-hydrologic model integration,"Ogden, FL|Abt, |YoungPezeshk, J|Watson, CC","WATER RESOURCES ENGINEERING 98, VOLS 1 AND 2",
962,WOS:000271158800002,2009,"Decision support system for the evaluation of urban air pollution control options: Application for particulate pollution in Thessaloniki, Greece","Vlachokostas, Ch.|Achillas, Ch.|Moussiopoulos, N.|Hourdakis, E.|Tsilingiridis, G.|Ntziachristos, L.|Banias, G.|Stavrakakis, N.|Sidiropoulos, C.",SCIENCE OF THE TOTAL ENVIRONMENT,air pollution control|mathematical programming|air quality modelling|cost-benefit analysis|economic benefit/damage|decision support system|integrated assessment
963,WOS:000320631500006,2013,Impact of uncertainties in discharge determination on the parameter estimation and performance of a hydrological model,"van den Tillaart, Sander P. M.|Booij, Martijn J.|Krol, Maarten S.",HYDROLOGY RESEARCH,discharge determination|hydrological modelling|meuse river|model calibration|rating curve|uncertainty
964,WOS:000172796700006,2001,Environmental assessments: four under-appreciated elements of design,"Farrell, A|VanDeveer, SD|Jager, J",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,
965,WOS:000290045002127,2009,Water Balance Dynamic Simulation Model-WBDSim for Water Policy options Analysis Case Study: Murray Darling Basin - Australia,"Elmahdi, A.|Mainuddin, M.|Kirby, M.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,policy analysis|land use planning|dynamic model|integrated modelling|irrigation demand|environmental flow
966,WOS:000388223600003,2016,Cellular Automata Modeling Framework for Urban Water Reuse Planning and Management,"Kandiah, Venu K.|Berglund, Emily Z.|Binder, Andrew R.",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,complex adaptive system|diffusion of innovation|dual water system|sociotechnical transition|urban water management|water reuse
967,WOS:000285178700012,2010,CLIMATE-INDUCED CHANGES ON THE HYDROLOGY OF MEDITERRANEAN BASINS - A RESEARCH CONCEPT TO REDUCE UNCERTAINTY AND QUANTIFY RISK,"Ludwig, Ralf|Soddu, Antonino|Duttmann, Rainer|Baghdadi, Nicolas|Benabdallah, Sihem|Deidda, Roberto|Marrocu, Marino|Strunz, Guenter|Wendland, Frank|Engin, Guleda|Paniconi, Claudio|Prettenthaler, Franz|Lajeunesse, Isabelle|Afifi, Samir|Cassiani, Giorgio|Bellin, Alberto|Mabrouk, Badr|Bach, Heike|Ammerl, Thomas",FRESENIUS ENVIRONMENTAL BULLETIN,climate change|mediterranean|climb|hydrological modeling|vulnerability assessment|risk modeling
968,WOS:000327670500020,2013,"Comparison of catchment and network delineation approaches in complex suburban environments: application to the Chaudanne catchment, France","Jankowfsky, Sonja|Branger, Flora|Braud, Isabelle|Gironas, Jorge|Rodriguez, Fabrice",HYDROLOGICAL PROCESSES,suburban drainage network|watershed delineation|sewer network|artificial ditches|storm water management|subcatchments
969,WOS:A1994BZ61G00050,1994,INTEGRATING ECOLOGICAL MODELING IN ECOLOGICAL RISK ASSESSMENT,"GAGNE, JA|Kendall, RJ|Lacher, TE",WILDLIFE TOXICOLOGY AND POPULATION MODELING,mathematical models|ecological modeling|ecological risk assessment
970,WOS:000275653700010,2009,Analysing Internet Information Propagation using Quality of Service Methodology based on Algebra of System,"Wang Tianju, |Qu Qu, |Koo, Benjamin|Liao, XF|Jin, H|Zheng, R|Zou, DQ","2009 IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING WITH APPLICATIONS, PROCEEDINGS",algebra of system|quality of service|object-process-network
971,WOS:000390373400072,2017,"Hydrological responses to land use/cover changes in the source region of the Upper Blue Nile Basin, Ethiopia","Woldesenbet, Tekalegn Ayele|Elagib, Nadir Ahmed|Ribbe, Lars|Heinrich, Juergen",SCIENCE OF THE TOTAL ENVIRONMENT,lulc|swat model|hydrological modeling|partial least square regression|water balance
972,WOS:000391006000019,2016,"A socio-hydrological comparative assessment explaining regional variances in suicide rate amongst farmers in Maharashtra, India","den Besten, Nadja I.|Pande, Saket|Savenije, Hubert H. G.|Schumann, AH|Bloschl, G|Castellarin, A|Dietrich, J|Grimaldi, S|Haberlandt, U|Montanari, A|Rosbjerg, D|Viglione, A|Vorogushyn, S",SPATIAL DIMENSIONS OF WATER MANAGEMENT - REDISTRIBUTION OF BENEFITS AND RISKS,
973,WOS:A1996VH46500004,1996,Uncertainty in perspective,"vanAsselt, MBA|Rotmans, J",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,
974,WOS:000290030700109,2007,Extraction of process-based topographic model units using SRTM elevation data for Prediction in Ungauged Basins (PUB) in different landscapes,"Pfennig, B.|Wolf, M.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,srtm|hydrological modelling|prediction in ungauged basins|hydrological response unit
975,WOS:000357754100023,2015,Value of adaptation in water protection - Economic impacts of uncertain climate change in the Baltic Sea,"Ahlvik, Lassi|Hyytiainen, Kari",ECOLOGICAL ECONOMICS,eutrophication|climate change|uncertainty|adaptive management|bayesian learning|dynamic programming|non-linear system dynamics|shallow lake model|integrated assessment model
976,WOS:000343852500010,2014,Adaptive surrogate modeling for optimization of flood control detention dams,"Yazdi, J.|Neyshabouri, S. A. A. Salehi",ENVIRONMENTAL MODELLING & SOFTWARE,optimization|adaptive neural network|simulation|meta-modeling|flood management
977,WOS:000302533000008,2012,A Second-Order Conditionally Linear Mixed Effects Model With Observed and Latent Variable Covariates,"Harring, Jeffrey R.|Kohli, Nidhi|Silverman, Rebecca D.|Speece, Deborah L.",STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,conditionally linear models|latent variables|nonlinear mixed effects models|second-order latent growth models|structured latent curve models
978,WOS:000297875900044,2011,Mechanistic features of ultrasonic desorption of aromatic pollutants,"Chakma, Sankar|Moholkar, Vijayanand S.",CHEMICAL ENGINEERING JOURNAL,desorption|aromatic pollutants|cavitation|sonochemistry|phenol|p-cresol|nitrobenzene
979,WOS:000286963100007,2011,"Network environ theory, simulation, and EcoNet (R) 2.0","Schramski, J. R.|Kazanci, C.|Tollner, E. W.",ENVIRONMENTAL MODELLING & SOFTWARE,network environ analysis|ecological network analysis|econet|compartment analysis|simulation and ecological modeling
980,WOS:000248528400043,2007,An ontology-based collaborative reasoning strategy for Multidisciplinary design in the semantic grid,"Zhang, Li|Zhang, Wenyu|Wang, Qianzhu|Wang, Yuzhu|Shen, W|Luo, JZ|Lin, ZK|Barthes, JPA|Hao, Q",COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN III,
981,WOS:000409105100021,2017,Hydrology under climate change in a temporary river system: Potential impact on water balance and flow regime,"De Girolamo, A. M.|Bouraoui, F.|Buffagni, A.|Pappagallo, G.|Lo Porto, A.",RIVER RESEARCH AND APPLICATIONS,climate change|hydrological indicators|hydrological modelling|impact on blue waters|impact on hydrological regime|streamflow regime
982,WOS:000357105902141,2013,"Modelling Groundwater Dependent Ecosystems in the Willunga Basin, South Australia","Hamilton, S. H.|Guillaume, J. H. A.|ElSawah, S.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),ecological modelling|groundwater dependent ecosystems|habitat suitability model|uncertainty
983,WOS:000317443800032,2013,Local CFD kinetic model of cadmium vaporization during fluid bed incineration of municipal solid waste,"Soria, J.|Gauthier, D.|Falcoz, Q.|Flamant, G.|Mazza, G.",JOURNAL OF HAZARDOUS MATERIALS,heavy metal vaporization|cadmium vaporization|fluid bed waste incineration|particle combustion|cfd model
984,WOS:000329836900005,2014,Integrated assessment of biological invasions,"Ibanez, Ines|Diez, Jeffrey M.|Miller, Luke P.|Olden, Julian D.|Sorte, Cascade J. B.|Blumenthal, Dana M.|Bradley, Bethany A.|D'Antonio, Carla M.|Dukes, Jeffrey S.|Early, Regan I.|Grosholz, Edwin D.|Lawler, Joshua J.",ECOLOGICAL APPLICATIONS,celastrus orbiculatus|demographic framework|hierarchical bayesian models|invasive species management|mytilus galloprovincialis|orconectes rusticus|risk assessment|dispersal phase|colonization phase|proliferation phase|multiple scales
985,WOS:000314989301039,2011,Linking hydrological simulation models with workflow and optimisation software,"Penton, D. J.|Leighton, B. P.|Stenson, M. P.|Rahman, J. M.|Bethune, M.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),workflows|decision support systems|river modeling|water quantity modeling|optimization
986,WOS:000315609500009,2013,An integrated assessment of polycyclic aromatic hydrocarbons (PAHs) and benthic macroinvertebrate communities in Isle Royale National Park,"Cox, Oliver N.|Clements, William H.",JOURNAL OF GREAT LAKES RESEARCH,isle royale national park|pahs|sediment quality triad|diporeia spp.|benthic macroinvertebrates|lake superior
987,WOS:000262502700164,2008,An Integrated System for Green Construction Assessment in China,"Hao Janli, |Xu Pengpeng, |Liu Guiwen, |Wang, YW|Xia, KW|Shen, QP","PROCEEDINGS OF 2008 INTERNATIONAL CONFERENCE ON CONSTRUCTION & REAL ESTATE MANAGEMENT, VOLS 1 AND 2",green construction|environmental assessment|grey clustering|sustainable development
